Manufacturer,Brand,Product Name,Model Number,Input Power Type,Fixture Maximum Ambient Temp,Width,Height,Diameter,Warranty,Length,Date Qualified,Reported Minimum Input Voltage,Reported Maximum Input Voltage,Spectrally Tunable,Dimmable,Reported Photosynthetic Photon Efficacy (400-700nm),Reported Photosynthetic Photon Flux (400-700nm),Reported Minimum Photosynthetic Photon Flux,Reported Default Photosynthetic Photon Flux,Reported Photon Flux Blue (400-500nm),Reported Photon Flux Green (500-600nm),Reported Photon Flux Red (600-700nm),Reported Photon Flux Far Red (700-800nm),Reported Photon Flux (280-800nm),Reported Photon Efficacy (280-800nm),Tested Photosynthetic Photon Efficacy (400-700nm),Tested Photosynthetic Photon Flux (400-700nm),Tested Photon Flux Blue (400-500nm),Tested Photon Flux Green (500-600nm),Tested Photon Flux Red (600-700nm),Tested Photon Flux Far Red (700-800nm),Tested Photon Flux (280-800nm),Tested Photon Efficacy (280-800nm),Reported Input Wattage,Reported Default Input Wattage,Reported Minimum Input Wattage,Reported Power Factor,Reported Total Harmonic Distortion,Tested Input Wattage,Tested Voltage for Minimum Efficacy,Tested Power Factor,Tested Total Harmonic Distortion,Tested DC Input Current,Dimming and Control Method to the Product
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2700 DRWFR_1 400V 1.2D WB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,400,400,No,TRUE,3,2457,270,2457,123,221,2113,243,2700,3.29,3,2425,116,220,2089,255,2681,3.32,820,820,81,0.98,15,807.2,400,0.98,12.8,,"Power Line Communication, No"
Grower’s Choice,Grower's Choice,Horticultural Luminaires,TSL-800,AC,35,15.91,7.48,,5,22.8 in,2024-10-18,208,480,No,TRUE,3,2438,0,2438,606,849,985,25,,,3,2438,606,849,985,25,,,800,800,0,0.936,11.9,812.5,208,0.936,11.9,,"0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
"Zhongshan Lumigentek Lighting Technology Co., Ltd.",HortiBloom,LED GROW LIGHT,Mega Optic 800,AC,40,42.8,1.6,,5,43.2 in,2024-06-28,120,277,No,TRUE,3,2376,0,2376,498,850,1029,32,,,3,2376,498,850,1029,32,,,800,800,0,0.975,6.2,791,120,0.975,6.2,,0-10V Other Protocol
Eco Growtech Inc,Eco Growtech,LED Grow Light,Eco proline 800,AC,40,42.8,1.6,,5,43.2 in,2024-06-28,120,277,No,TRUE,3,2376,0,2376,498,850,1029,32,,,3,2376,498,850,1029,32,,,800,800,0,0.975,6.2,791,120,0.975,6.2,,0-10V Other Protocol
Hydrofarm LLC,PHOTOBIO,PHOTOBIO TX2 800W,PTBZ1000580S5X,AC,40,16.23,3.31,,5,42.0 in,2024-04-24,200,480,No,TRUE,3,2249,0,2249.3,523,489,1246,26,,,3,2249,523,489,1246,26,,,749.9,749.9,0,0.975,10.9,749.9,200,0.999,3.4,,0-10V IEC60929 Annex E
All purpose LED Grow Lights international ltd,AELIUS LED,Matrx REDD F30,MR30F,AC,35,41.38,3.07,,5,43.2 in,2024-02-19,220,277,No,TRUE,3,2179,0,2179,417,607,1155,129,,,,,,,,,,,723,723,0,0.987,12,,,,,,"0-10V Other Protocol, PWM"
All purpose LED Grow Lights international ltd,AELIUS LED,Matrx REDD F30 HV,MR30FH,AC,35,41.38,3.07,,5,43.2 in,2024-02-19,220,480,No,TRUE,3,2123,0,2123,405,591,1127,125,,,2.96,2158,412,601,1146,127,,,718,718,0,0.987,12,729.3,220,0.923,10.3,,"0-10V Other Protocol, PWM"
BIOS Lighting,BIOS,,BP-LUNA-665-HIRL01-1,AC,40,4.57,4.12,,5,38.4 in,2023-12-21,120,277,No,TRUE,3,2015,0,2015,252,474,1290,22,,,3,2015,252,474,1290,21,,,665,665,0,0.964,9.3,671.2,120,0.964,9.3,,0-10V Other Protocol
"Shenzhen Longood Intelligent Electric Co., Ltd",Longbright,Full Spectrum High PPE 600W LED grow light,S600 Pro,AC,35,43,4.5,,5,45.6 in,2024-04-16,120,277,No,TRUE,3,1847,184.7,1847,405,776,667,22,,,3,1847,405,776,667,22,,,600,600,60,0.976,6.7,615.5,240,0.977,6.7,,"0-10V IEC60929 Annex E, Dimming Button"
"Shenzhen Longood Intelligent Electric Co., Ltd",HyBox,Full Spectrum High PPE 600W LED grow light,S600 Pro,AC,35,43,4.5,,5,45.6 in,2024-04-16,120,277,No,TRUE,3,1847,184.7,1847,405,776,667,22,,,3,1847,405,776,667,22,,,600,600,60,0.976,6.7,615.5,240,0.977,6.7,,"0-10V IEC60929 Annex E, Dimming Button"
P.L. Light Systems Canada Inc.,P.L. Light Systems Canada Inc.,TriPlane RWMB_FR LO,TriPlane Single-Channel RWMB_FR Low Output (LO) 208-400V 0-10V Dim to Off *field adjustable spatial distribution,AC,40,22.83,3.74,,5,26.4 in,2023-11-15,208,400,No,,3,1312,,,86,109,1117,105,,,3.05,1312,86,109,1117,105,,,431,,,0.995,5.2,430.87,208,0.95,12.6,,
SUNSCAPE LLC,SUNSCAPE,Saber PRO Light Panels,PA-1-300-GM-120-T8,AC,35,48,4.4,,5,42.0 in,2024-11-05,100,277,No,TRUE,3,910,91,909.8,215,395,300,15,,,3,910,215,395,300,15,,,300,300,30,0.945,12,303.2,120,0.945,12,,0-10V IEC60929 Annex E
SINOWELL INC,FLEXSTAR,,FLEXSTAR UNDER CANOPY 160W R8W,AC,35,3.27,2.76,,5,45.6 in,2024-09-25,208,277,No,TRUE,3,480,0,480,35,65,370,4,,,3.01,474,34,64,376,4,,,160,160,0,0.9,20,157.6,208,0.945,12.5,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
SINOWELL INC,FLEXSTAR,,FLEXSTAR UNDER CANOPY 150W R8W,AC,35,3.27,2.76,,5,45.6 in,2024-09-25,208,277,No,TRUE,3,450,0,450,32,62,356,4,,,3.06,454,32,62,360,4,,,150,150,0,0.9,20,148.24,208,0.938,12.8,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L96 PKR HO,AC,40,1.5,2,,5,94.8 in,2023-04-30,120,277,No,TRUE,3,420,,,42,60,318,2,422,3.02,3,420,42,60,318,2,422,3.02,138,138,0.5,0.992,9,139.74,120,0.992,9.4,,0-10V Other Protocol
Fluence Bioengineering,FLUENCE,VYNE,VN-A-20-BP6-MVG-X,AC,45,2.6,3.5,,5,82.8 in,2022-04-18,200,400,No,,3,252,,,31,64,158,3,,,3,251.9,31.2,63.54,158.3,2.77,,,84,84,0,0.9,20,83.95,200,0.952,12.21,,
HLG,Horticulture Lighting Group,,HLG TOMAHAWK X 720 HV,AC,40,40,2.25,,5,40.8 in,2023-11-07,240,277,No,TRUE,2.99,2372,0,2133.8,385,755,1243,70,,,2.99,2372,385,755,1243,69,,,792,750,0,0.994,7,792,277,0.991,6.7,,0-10V Other Protocol
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 2300 DRWFR_1 277-400V 1.3D SB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,277,400,No,TRUE,2.99,2093,230,2300,105,188,1800,207,2300,3.29,,,,,,,,,700,700,61.5,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 2300 DRWFR_RSE 277-400V 1.3D SB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,277,400,No,TRUE,2.99,2093,230,2300,105,188,1800,207,2300,3.29,,,,,,,,,700,700,61.5,0.98,15,,,,,,"Power Line Communication, No"
Acuity Brands Lighting,Verjure,Arize Life2,VAL2 L96 PPV SEFY,AC,40,1.5,2,,,94.8 in,2021-05-07,120,277,No,TRUE,2.99,190,,,65,0,125,0,191,3,2.98,189.431,64.161,0.401,124.852,0.211,,,64,64,7,0.935,9.2,63.6,,0.927,7.7,,0-10V Other Protocol
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2500 DRW_EBW 277V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,277,277,No,TRUE,2.98,2500,250,2500,475,500,1525,,2500,2.98,,,,,,,,,840,840,78.8,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2500 DRW_EBW 400V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,400,400,No,TRUE,2.98,2500,250,2500,475,500,1525,,2500,2.98,2.9,2396,471,466,1459,22,2419,2.93,840,840,83.5,0.98,15,827.1,400,0.99,8.1,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2500 DRW_EBW 347V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,347,347,No,TRUE,2.98,2500,250,2500,475,500,1525,,2500,2.98,,,,,,,,,840,840,80.8,0.98,15,,,,,,"Power Line Communication, No"
All purpose LED Grow Lights international ltd,AELIUS LED,Aelius REDD800 30,AR830,AC,35,18.98,2.95,,5,25.2 in,2024-02-19,220,480,No,TRUE,2.98,2422,0,2422,461,675,1286,142,,,,,,,,,,,813,813,0,0.997,5,,,,,,"0-10V Other Protocol, PWM"
"Shenzhen Rio Tinto Opto-electronics Technology Co., Limited",Cretivity,,CTII720W Pro,AC,45,39.4,2.76,,5,44.4 in,2023-12-14,100,277,No,TRUE,2.98,2139,213.9,2139,326,633,1181,31,,,2.98,2139,326,633,1181,31,,,720,720,72,0.952,8,717.8,120,0.952,7.8,,0-10V IEC60929 Annex E
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 1925 DRW_EBW 277-400V 1.3D SB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,277,400,No,TRUE,2.98,1925,192.5,1925,385,385,1155,,1925,2.98,,,,,,,,,645,645,59.4,0.98,15,,,,,,"Power Line Communication, No"
"North Brilliancy (Shenzhen) Technology Co., LTD",NBSEROL,LED Horticultural Lighting,SPD FOLDING PRO 8P L63 640W,AC,40,27.36,5.51,,5,45.6 in,2024-02-29,100,277,No,TRUE,2.98,1907,190.6,1904.6,323,785,799,43,,,2.97,1906,,785,799,43,,,641,640,64.1,0.971,7,640.59,277,0.971,7,,0-10V IEC60929 Annex E
P.L. Light Systems Canada Inc.,ParFX,ParFX Ultra Plus,ParFX Ultra Plus R57:W30:B12:FR1,AC,35,13.98,4.13,,5,22.8 in,2023-12-20,277,400,No,TRUE,2.97,3060,0,3060.3,378,936,1759,80,,,,,,,,,,,1032,1032,0,0.996,8,,,,,,0-10V Other Protocol
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 3100 DRWFR_1 400V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,400,400,No,TRUE,2.97,2821,310,2821,141,254,2426,279,3100,3.26,,,,,,,,,950,950,89.8,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 3100 DRWFR_1 277V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,277,277,No,TRUE,2.97,2821,310,2821,141,254,2426,279,3100,3.26,,,,,,,,,950,950,84.3,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 3100 DRWFR_1 347V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,347,347,No,TRUE,2.97,2821,310,2821,141,254,2426,279,3100,3.26,,,,,,,,,950,950,86.4,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 3100 DRWFR_RSE 400V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,400,400,No,TRUE,2.97,2821,310,2821,141,254,2426,279,3100,3.26,,,,,,,,,950,950,89.8,0.98,15,,,,,,"Power Line Communication, No"
Dutch Lighting Innovations,DLI,DLI ZENITH,DLI Zenith 780W 347-400V R90G5B5-FR10 DEEP WD,AC,25,8.27,5.12,,5,33.6 in,2024-09-09,347,400,Yes,TRUE,2.97,2325,0,2324.7,110,119,2097,246,,,2.97,2325,110,119,2097,246,,,782.3,782.3,0,0.99,4.9,782.3,347,0.992,4.2,,Digital Dim based on RS485
"LLW Enterprise, LLC",VOLTGROW,,VGL1-440-H,AC,40,24.6,4.72,,5,45.6 in,2022-12-16,347,480,No,TRUE,2.97,1386,,,266,555,566,25,,,,,,,,,,,467,459,0,0.903,13,,,,,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L96 PKB HO,AC,40,1.5,2,,5,94.8 in,2023-04-30,120,277,No,TRUE,2.97,420,,,64,56,300,2,422,2.98,2.98,414,64,56,295,1,416,3,139,139,0.5,0.992,9,138.86,120,0.922,9.1,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 PKB HO,AC,40,1.5,2,,5,46.8 in,2023-04-30,120,277,No,TRUE,2.97,210,,,32,28,150,1,211,2.98,2.97,210,32,28,150,1,211,2.98,70,70,0.5,0.931,10,70.83,120,0.931,9.7,,0-10V Other Protocol
"Shenzhen Andy photoelectric technology Co., LTD",ANDY,1200W LED GROW LIGHT-FOLDABLE,AD12-1200-2A1-180,AC,45,43.54,2.56,,5,70.8 in,2024-12-12,120,277,No,TRUE,2.96,3812,381,3812,688,1317,1809,192,,,,,,,,,,,1200,1200,120,0.968,11.6,,,,,,0-10V IEC60929 Annex E
All purpose LED Grow Lights international ltd,AELIUS LED,Aelius REDD700 30,AR730,AC,35,18.98,2.95,,5,25.2 in,2024-02-19,220,480,No,TRUE,2.96,2061,0,2061,394,574,1093,122,,,2.96,2061,394,574,1093,122,,,696,696,0,0.996,10,696,220,0.922,10.3,,"0-10V Other Protocol, PWM"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 2100 DRWFR_1 277-400V 1.3D WB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,277,400,No,TRUE,2.96,1911,210,2100,96,172,1644,189,2100,3.26,,,,,,,,,645,645,57.7,0.98,15,,,,,,"Power Line Communication, No"
Shenzhen Number Energy Saving Corporation,NANOLUX,,LEDex F630,AC,35,4.13,3.35,,5,48.0 in,2021-12-20,100,277,No,TRUE,2.96,1925,,,385,794,748,40,,,2.96,1925,384.6,794.3,747.5,40.3,,,630,630,63,0.982,12,651,120,0.9817,12,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Arize L2000,VAE2 3 PKB XVOLT GZ10 XWD [All Options],AC,35,16.2,6.4,,5,24.0 in,2023-10-31,277,480,No,TRUE,2.95,3039,0,3039,463,440,2137,16,3056,2.96,2.95,3039,463,440,2137,16,3056,2.96,1032,1032,1.5,0.965,9,1050.1,277,0.965,8.7,,0-10V Other Protocol
"Guangzhou Nalite Intelligent Lighting Appliance Co., Ltd",Nalite,LED Horticulture Lighting,G9-M08P,AC,35,44,2.6,,5,48.0 in,2023-04-21,100,277,No,TRUE,2.95,2620,2360,2620,567,1063,993,93,,,,,,,,,,,880,880,795,0.989,7,,,,,,0-10V IEC60929 Annex E
mammoth lighting,Mammoth,Mint White Series,MW08,AC,35,44,2.6,,5,48.0 in,2023-05-01,100,277,No,TRUE,2.95,2620,2360,2620,567,1063,993,93,,,,,,,,,,,880,880,795,0.989,7,,,,,,0-10V IEC60929 Annex E
California LightWorks,California LightWorks,,SolarXtreme 820W,AC,40,43.8,1.89,,5,44.4 in,2024-12-05,120,277,No,TRUE,2.94,2364,480,2364,443,885,1038,37,,,2.94,2364,443,885,1038,37,,,820,820,160,0.983,4.2,803.3,120,0.983,4.2,,0-10V Other Protocol
Grow Light Science LLC,Grow Light Science,,GLS-PG-2400-HB-L-3,AC,35,17.1,2.2,,5,44.4 in,2024-07-12,347,347,No,TRUE,2.94,2435,0,2435,431,913,1093,43,,,,,,,,,,,820,820,0,0.974,6.4,,,,,,0-10V Other Protocol
Greenlux Lighting Solutions Ltd.,Valoya,RX800HV S2,RX800HV S2,AC,40,15.7,6.9,,5,13.2 in,2024-07-22,200,480,No,TRUE,2.94,2333,0,2332.6,108,223,2001,26,,,2.94,2333,108,223,2001,26,,,793.5,793.5,0,0.956,15,793.8,277,0.956,15,,0-10V IEC60929 Annex E
"Guangzhou Nalite Intelligent Lighting Appliance Co., Ltd",Nalite,LED Horticulture Lighting,G9-M06P,AC,35,44,2.6,,5,48.0 in,2023-04-21,100,277,No,TRUE,2.94,2025,1824,2025,432,826,768,72,,,2.94,2025,432,826,768,72,,,680,680,615,0.988,6,688.1,120,0.988,5.7,,0-10V IEC60929 Annex E
mammoth lighting,Mammoth,Mint White Series,MW06,AC,35,44,2.6,,5,48.0 in,2023-05-01,100,277,No,TRUE,2.94,2025,1824,2025,432,826,768,72,,,2.94,2025,432,826,768,72,,,680,680,615,0.988,6,688.1,120,0.988,5.7,,0-10V IEC60929 Annex E
Signify North America Corporation – Horti LED,Philips,GreenPower LED Gridlighting,GPL GL 1900 DRW_EBW 120-277V 1.1D,AC,35,44.4,2.85,,5,44.4 in,2024-03-15,120,277,No,TRUE,2.94,1881,131.5,1900,339,395,1147,19,1900,2.97,2.88,1907,339,400,1168,19,1926,2.9,640,640,45,0.95,15,662.7,120,0.99,11.4,,"0-10V ANSI C137.1 (9V), No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Gridlighting,GPL GL 1900 DRW_EBW 277-480V 1.1D NA,AC,35,44.4,2.85,,5,44.4 in,2024-03-15,277,480,No,TRUE,2.94,1881,131.5,1900,339,395,1147,19,1900,2.97,,,,,,,,,640,640,45,0.95,15,,,,,,"0-10V ANSI C137.1 (9V), No"
SUNSCAPE LLC,SUNSCAPE,SOLO PRO Light Panels,PA-1-630-GM-120,AC,50,37.8,3.94,,5,42.0 in,2021-08-26,277,480,No,TRUE,2.94,1851,185.1,1851,336,582,935,26,,,2.94,1851,336.2,582.1,934.5,26.1,,,630,630,63,0.959,7,630.55,277,0.9588,7,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Arize Element L1000,VAE1 PKT SEFY [ALL VOLTAGES] GZ10 XWD [All Options],AC,40,7,2.93,,5,28.8 in,2021-11-09,120,480,No,TRUE,2.94,1829,0,1829.1,79,135,1615,8,1838,2.95,2.94,1829,79,135,1615,8,1838,2.95,623,623,0.5,0.966,8,623,120,0.966,8.2,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Element L1000,VAE1 PKB HEFY [ALL VOLTAGES]GZ10 XWD [All Options],AC,40,7,2.93,,5,28.8 in,2022-05-24,120,480,No,TRUE,2.94,1815,,,275,259,1281,7,1823,2.95,2.87,1757,275,259,1281,7,1823,2.95,618,618,0.5,0.969,8,612.6,277,0.979,8.1,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Life2,VAL2 L48 PPV SEFY,AC,40,1.5,2,,,46.8 in,2021-01-06,120,277,No,TRUE,2.94,93,,,31,0,62,0,93,2.95,2.94,93.414,31.41,0.206,61.789,0.115,,,32,32,3.5,0.934,8.4,31.77,,0.927,6.8,,0-10V Other Protocol
FOHSE INC,FOHSE,A3i Pro 1500W 277V,A3i Pro 1500W 277V,AC,45,46.32,5.22,,5,46.8 in,2024-11-25,240,277,Yes,TRUE,2.93,4395,0,4395,709,1602,2084,106,4501,3,,,,,,,,,1500,1500,0,0.976,7.2,,,,,,RS-485
All purpose LED Grow Lights international ltd,AELIUS LED,Aelius REDD1000 30,AR1300,AC,35,18.98,2.95,,5,25.2 in,2024-02-19,220,277,No,TRUE,2.93,2868,0,2868,538,818,1512,168,,,2.93,2868,538,818,1512,168,,,979,979,0,0.989,9,979.1,220,0.972,11.3,,"0-10V Other Protocol, PWM"
Grow Light Science LLC,Grow Light Science,,GLS-PG-2400-HB-L-2,AC,35,17.1,2.2,,5,44.4 in,2024-07-12,220,277,No,TRUE,2.93,2432,0,2432,439,909,1086,43,,,2.93,2432,439,909,1086,43,,,820,820,0,0.981,6.2,829.7,240,0.993,3.5,,0-10V Other Protocol
Grow Light Science LLC,Grow Light Science,,GLS-PG-2400-CP-L-2,AC,35,43.7,1.9,,5,44.4 in,2024-07-12,220,277,No,TRUE,2.93,2424,0,2424,430,904,1091,43,,,2.93,2424,430,904,1091,43,,,820,820,0,0.983,5.7,828.6,240,0.992,3.1,,0-10V Other Protocol
Grow Light Science LLC,Grow Light Science,,GLS-PG-2400-CP-L-3,AC,35,43.7,1.9,,5,44.4 in,2024-07-12,347,347,No,TRUE,2.93,2424,0,2424,427,905,1093,43,,,,,,,,,,,820,820,0,0.976,6.2,,,,,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Element L1000,VAE1 PUB SEFY [ALL VOLTAGES]GZ10 XWD [All Options],AC,40,7,2.93,,5,28.8 in,2021-11-09,120,480,No,TRUE,2.93,1871,,,349,4,1518,4,1876,2.94,2.93,1871,349,4,1518,4,1876,2.94,638,638,0.5,0.971,7.8,637.86,277,0.971,7.8,,0-10V Other Protocol
HLG,Horticulture Lighting Group,HLG Genesis X 720 HV,HLG Genesis X 720 HV,DC,40,4,2.5,,5,39.6 in,2024-02-09,100,110,No,TRUE,2.93,383,0,383.2,73,142,171,5,,,,383,73,142,171,5,,,131,131,0,1,,131,104.76,1,,,0-10V Other Protocol
"SLT LIGHTING TECHNOLOGY(DONGGUAN)CO., LTD",SLTMARKS,1200W LED GROW LIGHT-FOLDABLE,STG-1200W-F-XX,AC,45,42.72,2.01,,5,97.2 in,2024-11-14,100,277,No,TRUE,2.92,3711,371,3711,834,1281,1597,192,,,2.92,3711,834,1281,1597,192,,,1200,1200,120,0.95,9.2,1271.6,100,0.95,9.3,,0-10V IEC60929 Annex E
Fluence Bioengineering,FLUENCE,RAPTR,"RP-[A,C]-B8F-1K-STD-JVG-RST1-S",AC,45,11.3,4.21,,5,39.6 in,2023-05-09,277,480,No,TRUE,2.92,2947,,,232,348,2373,341,,,2.92,2947,232,347,2373,341,,,1020,1020,4.5,0.996,4,1011,277,0.996,4.2,,0-10V Other Protocol
FOHSE INC,FOHSE,Scorpio Pro 1000W 277V,Scorpio Pro 1000W 277V,AC,45,42.17,5.2,,5,46.8 in,2024-11-25,240,277,Yes,TRUE,2.92,2917,0,2917.1,459,1092,1372,71,2998,3,,,,,,,,,1000,1000,0,0.987,6.6,,,,,,RS-485
"Vision Tech Group, Inc.",efinity,Superstar S840,ZSC-ID-BZ840-SV11-BO,AC,35,43.3,6,,5,43.2 in,2021-09-30,100,277,No,TRUE,2.92,2582,,,414,841,1329,164,,,2.92,2582,413.5,840.9,1329,163.7,,,840,840,0,0.982,5.8,883.9,120,0.9821,5.67,,0-10V ANSI C137.1 (9V)
"Shenzhen Longood Intelligent Electric Co., Ltd",Longbright,Full Spectrum High PPE 800W LED grow light,MJB 800W V1,AC,45,44.7,2.3,,5,49.2 in,2024-08-20,120,277,No,TRUE,2.92,2447,244.7,2447,396,1000,1053,71,,,2.92,2447,369,1000,1053,71,,,800,800,80,0.969,5.5,839.3,277,0.94,5.5,,0-10V IEC60929 Annex E
"Shenzhen Longood Intelligent Electric Co., Ltd",Longbright,Full Spectrum High PPE 800W LED grow light,MJB 800W V1,AC,45,44.7,2.3,,5,49.2 in,2024-08-20,120,277,No,TRUE,2.92,2447,244.7,2447,396,1000,1053,71,,,2.92,2447,369,1000,1053,71,,,800,800,80,0.969,5.5,839.3,277,0.94,5.5,,0-10V IEC60929 Annex E
"LLW Enterprise, LLC",VOLTGROW,,VGL2-750-H,AC,40,45,4.72,,5,45.6 in,2022-12-30,347,480,No,TRUE,2.92,2169,,,417,869,883,41,,,2.92,2169,417,869,883,41,,,742,772,0,0.996,9,742.3,347,0.966,8.8,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Arize L2000,"VAE2 2 PKB [MVOLT, XVOLT] GZ10 XWD [All Options]",AC,35,10.9,5.7,,5,24.0 in,2024-09-13,120,480,No,TRUE,2.92,1919,0,1919.4,275,283,1361,9,1929,2.94,2.92,1919,275,283,1361,9,1929,2.94,657,657,1.5,0.9,9,657.37,120,0.97,8.2,,0-10V Other Protocol
FOHSE INC,FOHSE,Aries Pro 640W 277V,Aries Pro 640W 277V,AC,45,32.51,5.22,,5,33.6 in,2024-11-25,240,277,Yes,TRUE,2.92,1866,0,1865.8,304,699,867,45,1917,3,2.67,1868,,,,,,,640,640,0,0.976,7.3,699.97,240,,,,RS-485
Acuity Brands Lighting,Verjure,Arize Life2,VAL2 L96 PKR SEFY,AC,40,1.5,2,,,94.8 in,2021-06-16,120,277,No,TRUE,2.92,184,,,13,31,141,2,186,2.94,2.92,181.672,12.888,30.029,138.699,1.52,,,63,63,7,0.934,8.5,62.22,,0.927,8.9,,0-10V Other Protocol
FOHSE INC,FOHSE,A3i Pro 1500W 480V,A3i Pro 1500W 480V,AC,45,46.32,5.22,,5,46.8 in,2024-11-25,277,480,Yes,TRUE,2.91,4359,0,4358.7,701,1588,2086,105,4486,2.99,,,,,,,,,1500,1500,0,0.978,9.6,,,,,,RS-485
Shenzhen Number Energy Saving Corporation,NANOLUX,,LED PAD1200,AC,35,44.09,1.89,,5,86.4 in,2022-08-18,120,277,No,TRUE,2.91,3697,,,672,1495,1532,82,,,2.91,3697,672,1495,1532,82,,,1200,1200,120,0.987,14,1272,120,0.987,14.6,,0-10V IEC60929 Annex E
Fujian Juan Kuang Yaming Electric Ltd,JKLITE,LED Grow Light,HLTOP02-1000W-S04-B20-D1- CFC-MT-B,AC,40,30.67,4.41,,5,39.6 in,2022-12-21,200,277,No,TRUE,2.91,3030,300,3000,504,1175,1351,87,,,2.91,3030,504,1175,1351,87,,,1050,1050,100,0.956,9,1042.1,200,0.956,9.2,,0-10V IEC60929 Annex E
"SLT LIGHTING TECHNOLOGY(DONGGUAN)CO., LTD",SLTMARKS,1000W LED GROW LIGHT-FOLDABLE,STG-1000W-FE-XX,AC,45,42.72,2.17,,5,66.0 in,2024-11-14,100,277,No,TRUE,2.91,3053,305.3,3053,798,991,1266,179,,,2.91,3053,798,991,1266,179,,,1000,1000,100,0.96,8,1049.8,100,0.956,8.4,,0-10V IEC60929 Annex E
HIGROWSIR LTD,HIGROWSIR,Horticultural Luminaire,HGS-OTP-1000-D,AC,35,42.13,2.87,,5,43.2 in,2024-07-16,100,277,No,TRUE,2.91,2972,0,2972,542,1107,1324,193,,,2.91,2972,542,1107,1324,193,,,1000,1000,0,0.978,8.9,1021,120,0.978,8.9,,0-10V Other Protocol
"Guangdong Sanqi Technology Co., Ltd.",SANQI,LED Grow Light,SQ1000-PG.XX,AC,40,43.31,3.31,,5,44.4 in,2023-08-11,100,277,No,TRUE,2.91,2997,0,2997,509,1121,1369,65,,,2.91,2997,509,1121,1369,65,,,1000,1000,0,0.985,8.2,1031,120,0.985,8.2,,0-10V IEC60929 Annex E
"Guangdong Sanqi Technology Co., Ltd.",EVERGLOW LIGHTING,LED Grow Light,SQ1000-PG.XX,AC,40,43.31,3.31,,5,44.4 in,2023-08-11,100,277,No,TRUE,2.91,2997,0,2997,509,1121,1369,65,,,2.91,2997,509,1121,1369,65,,,1000,1000,0,0.985,8.2,1031,120,0.985,8.2,,0-10V IEC60929 Annex E
SUNSCAPE LLC,SUNSCAPE,,PA-1-840-GM-120,AC,45,40.79,3.78,,5,48.0 in,2023-05-18,100,277,No,TRUE,2.91,2464,244.4,2464,434,758,1274,37,,,2.91,2464,434,758,1274,37,,,840,750,84,0.949,10,848.04,120,0.949,10.1,,0-10V IEC60929 Annex E
